pt,proyek,tahun,kegiatan,sub_kegiatan,rincian,total_hektar,satuan_rencana,satuan_target,target_biaya,target_rp_satuan,total_target_rp_ha,target_rp_ha_realisasi,realisasi_biaya,realisasi_fisik,realisasi_rp_ha,capaian_fisik,capaian_biaya
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama Tikus,271.27,,271.27,79295349.3994262,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama Ulat Api,271.27,,271.27,3687240.069433045,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama (Oryctes),271.27,,271.27,770667144.8886039,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,"Pemupukkan NPK 12-12-17-2+0,65B",271.27,,271.27,1454532936.4236958,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Pemupukkan Dolomite,271.27,,271.27,182615500.50842595,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Pemupukkan Borate,271.27,,271.27,43893741.25556274,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Janjang Kosong,271.27,,271.27,1098273068.3019373,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Aplikasi Abu Boiler,271.27,,271.27,28337499.88071953,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Intern,271.27,,271.27,27957927.22707491,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Ekstern,271.27,,271.27,10669287.395609127,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pengawasan dan Administrasi,Pengawasan,271.27,,271.27,122063562.78118102,,158717902.0,,,,0.0,,
PT. Buana Karya Bhakti,Reklamasi BKB Inti,2029,TBM 3,Pengawasan dan Administrasi,Administrasi,271.27,,271.27,35646795.469548956,,158717902.0,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pembukaan Lahan,Identifikasi Blok,45.36,45.36,45.36,1690890.6168,37277.13,125914732.9,37277.13,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pembukaan Lahan,Pemberantasan Lalang & Gulma Lainnya,45.36,45.36,45.36,16479789.633404996,363311.0589,125914732.9,363311.0589,1645600.0,2.5999999999999996,632923.0769,5.731922399,9.985564359
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pembukaan Lahan,Reklamasi Lahan,45.36,45.36,45.36,2265419015.743392,49943099.99,125914732.9,49943099.99,2256818655.5,55.199999999999996,40884395.93,121.6931217,99.62036338
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Pembuatan Jbtn Permanen,45.36,45.36,45.36,60119641.231275,1325388.916,125914732.9,1325388.916,15665660.0,10.0,1566566.0,22.04585538,26.0574742
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Pembuatan Parit Primer,45.36,45.36,45.36,24309486.14106667,535923.4158,125914732.9,535923.4158,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Tapak Kuda,45.36,45.36,45.36,31207016.0,687985.3616,125914732.9,687985.3616,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Tapak Timbun,45.36,45.36,45.36,31207016.0,687985.3616,125914732.9,687985.3616,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Tanam Kacangan - Semai Kacangan,45.36,45.36,45.36,97146394.0,2141675.353,125914732.9,2141675.353,1944800.0,32.64705882352941,59570.45045,71.97323374,2.001927112
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Tanam Kacangan,45.36,45.36,45.36,60984643.0,1344458.62,125914732.9,1344458.62,12185747.02,30.4,400846.9414,67.01940035,19.98166493
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Pemeliharaan Kacangan,45.36,45.36,45.36,202906874.016,4473255.6,125914732.9,4473255.6,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Memancang,45.36,45.36,45.36,20938428.201599997,461605.56,125914732.9,461605.56,17033885.0,53.97,315617.658,118.9814815,81.35226215
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Melobang Dan Pupuk Lobang,45.36,45.36,45.36,42936611.257259995,946574.3223,125914732.9,946574.3223,30253407.0,49.91911764705882,606048.5126,110.0509648,70.46063048
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Melubang Mekanis,45.36,45.36,45.36,56181557.80272471,1238570.498,125914732.9,1238570.498,58318789.93,45.470588235294116,1282560.71,100.2438012,103.8041525
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Penanaman Sawit,45.36,45.36,45.36,379698878.13479996,8370786.555,125914732.9,8370786.555,476292488.93,49.91911764705882,9541284.209,110.0509648,125.4395302
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Pengawetan Tanah Titik Tanam,45.36,45.36,45.36,281115328.67181796,6197427.881,125914732.9,6197427.881,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Phpt,45.36,45.36,45.36,14834129.952096,327031.0836,125914732.9,327031.0836,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Konsolidasi Pokok,45.36,45.36,45.36,5470615.287899999,120604.3935,125914732.9,120604.3935,4812135.0,6.625,726360.0,14.60537919,87.96332308
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Pemeliharaan Parit Primer & Sekunder,45.36,45.36,45.36,18306668.8658,403586.1743,125914732.9,403586.1743,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Anorganik Urea,45.36,45.36,45.36,7430390.975196,163809.3249,125914732.9,163809.3249,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Abu Boiler,45.36,45.36,45.36,9662777.510919122,213024.1956,125914732.9,213024.1956,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Angkutan (Intern/Ekstern),45.36,45.36,45.36,1540306.37124,33957.3715,125914732.9,33957.3715,12541400.0,0.0,0.0,0.0,814.2146416
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Pemupukkan Kacangan Anorganik,45.36,45.36,45.36,34542665.72976239,761522.6131,125914732.9,761522.6131,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Pengawasan,45.36,45.36,45.36,89832233.37535998,1980428.425,125914732.9,1980428.425,49137760.0,45.36,1083283.951,100.0,54.69947496
PT. Fass Forest Development,Reklamasi FFD Inti,2026,Tanam Baru,Pemeliharaan Awal,Administrasi,45.36,45.36,45.36,17147007.52128,378020.448,125914732.9,378020.448,0.0,0.0,0.0,0.0,0.0
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pembuatan Piringan & Titi Pasar Rintis,Pembuatan Piringan,45.36,,45.36,18088739.6229225,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pembuatan Piringan & Titi Pasar Rintis,Pembuatan Titi Pasar Rintis,45.36,,45.36,9270502.567704,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan Manual,45.36,,45.36,18084080.85348847,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan /Pasar Rintis(Chemist),45.36,,45.36,6970393.710342561,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Manual,45.36,,45.36,36153252.879644245,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Chemist,45.36,,45.36,6821190.665442562,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemberantasan Lalang,Spot Lalang,45.36,,45.36,5705960.93713485,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemberantasan Lalang,Wipping,45.36,,45.36,11543423.954513848,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemberantasan Lalang,Transport Air,45.36,,45.36,3960504.43488,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemeliharaan Pokok,Penyisipan,45.36,,45.36,15146350.205081027,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemeliharaan Pokok,Konsolidasi,45.36,,45.36,13084704.21003984,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemeliharaan Pokok,Survey dan Sensus,45.36,,45.36,2911533.2980271997,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pengawetan Tanah,Tapak Kuda,45.36,,45.36,16327239.795820799,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pengawetan Tanah,Tapak Timbun,45.36,,45.36,16327239.795820799,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pengendalian Hama dan Penyakit,Hama Tikus,45.36,,45.36,11715618.244679999,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pengendalian Hama dan Penyakit,Hama Ulat Api,45.36,,45.36,546469.4831382676,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pengendalian Hama dan Penyakit,Hama (Oryctes),45.36,,45.36,24968547.88187319,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemupukkan Kelapa Sawit,"Pemupukkan NPK 12-12-17-2+0,65B",45.36,,45.36,147806242.64468497,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemupukkan Kelapa Sawit,Pemupukkan Dolomite,45.36,,45.36,24617237.46488496,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemupukkan Kelapa Sawit,Pemupukkan Borate,45.36,,45.36,4493886.95017584,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemupukkan Kelapa Sawit,Janjang Kosong & Abu Boiler,45.36,,45.36,79704829.53774886,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Intern,45.36,,45.36,2407372.3659913205,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Ekstern,45.36,,45.36,858670.44786432,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pengawasan dan Administrasi,Pengawasan,45.36,,45.36,18015620.495947197,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2027,TBM 1,Pengawasan dan Administrasi,Administrasi,45.36,,45.36,5282096.8965408,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan Manual,45.36,,45.36,19258404.672196697,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan /Pasar Rintis(Chemist),45.36,,45.36,27873463.342297744,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Manual,45.36,,45.36,30829753.43633414,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Chemist,45.36,,45.36,24987015.630555302,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemberantasan Lalang,Spot Lalang,45.36,,45.36,6057800.963491504,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemberantasan Lalang,Wipping,45.36,,45.36,11356765.570063176,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemberantasan Lalang,Transport Air,45.36,,45.36,4158529.6566240005,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemeliharaan Pokok,Kastrasi,45.36,,45.36,46250139.735545255,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemeliharaan Pokok,Penyisipan,45.36,,45.36,10644442.06975953,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemeliharaan Pokok,Survey dan Sensus,45.36,,45.36,7703170.11070992,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pengendalian Hama dan Penyakit,Hama Tikus,45.36,,45.36,12463471.022534277,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pengendalian Hama dan Penyakit,Hama Ulat Api,45.36,,45.36,580447.1552451722,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pengendalian Hama dan Penyakit,Hama (Oryctes),45.36,,45.36,50125155.21594904,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemupukkan Kelapa Sawit,"Pemupukkan NPK 12-12-17-2+0,65B",45.36,,45.36,197356553.999295,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemupukkan Kelapa Sawit,Pemupukkan Dolomite,45.36,,45.36,23105569.721819986,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemupukkan Kelapa Sawit,Pemupukkan Borate,45.36,,45.36,7088488.15280062,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemupukkan Kelapa Sawit,Janjang Kosong & Abu Boiler,45.36,,45.36,80649103.41071407,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Intern,45.36,,45.36,3634398.3288934436,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Ekstern,45.36,,45.36,1263824.0790013436,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pengawasan dan Administrasi,Pengawasan,45.36,,45.36,19175716.505737007,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2028,TBM 2,Pengawasan dan Administrasi,Administrasi,45.36,,45.36,5611030.487615951,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,"Pembuatan TPH, Pemeliharaan Piringan Gawangan Manual & Chemist",Pembuatan TPH,45.36,,45.36,1105150.9457265327,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,"Pembuatan TPH, Pemeliharaan Piringan Gawangan Manual & Chemist",Pemeliharaan Piringan Manual,45.36,,45.36,20509002.46728253,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,"Pembuatan TPH, Pemeliharaan Piringan Gawangan Manual & Chemist",Pemeliharaan Piringan /Pasar Rintis(Chemist),45.36,,45.36,29532888.5400404,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,"Pembuatan TPH, Pemeliharaan Piringan Gawangan Manual & Chemist",Pemeliharaan Pasar Rintis Manual,45.36,,45.36,40981775.666399136,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,"Pembuatan TPH, Pemeliharaan Piringan Gawangan Manual & Chemist",Pemeliharaan Gawangan Manual,45.36,,45.36,32831525.206512436,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,"Pembuatan TPH, Pemeliharaan Piringan Gawangan Manual & Chemist",Pemeliharaan Gawangan Chemist,45.36,,45.36,25811236.759550225,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemberantasan Lalang,Wipping,45.36,,45.36,12066338.264901148,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemberantasan Lalang,Transport Air,45.36,,45.36,4366456.139455201,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemeliharaan Pokok,Sanitasi,45.36,,45.36,16368311.848206678,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemeliharaan Pokok,Kastrasi,45.36,,45.36,8208845.478310817,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemeliharaan Pokok,Survey dan Sensus,45.36,,45.36,8203399.640835813,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama Tikus,45.36,,45.36,13259251.110546589,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama Ulat Api,45.36,,45.36,616556.2338241714,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama (Oryctes),45.36,,45.36,128865933.17413306,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,"Pemupukkan NPK 12-12-17-2+0,65B",45.36,,45.36,243217510.21557432,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Pemupukkan Dolomite,45.36,,45.36,30535772.85753014,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Pemupukkan Borate,45.36,,45.36,7339625.109124953,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Janjang Kosong & Abu Boiler,45.36,,45.36,192160747.36076733,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Intern,45.36,,45.36,5263293.250194539,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Ekstern,45.36,,45.36,1784048.646237439,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pengawasan dan Administrasi,Pengawasan,45.36,,45.36,20410672.790040813,,125914732.9,,,,0.0,,
PT. Fass Forest Development,Reklamasi FFD Inti,2029,TBM 3,Pengawasan dan Administrasi,Administrasi,45.36,,45.36,5960624.626750988,,125914732.9,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2025,Perizinan & lainnya,Perizinan,Perizinan,333.4,,333.4,16669999.999999998,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2025,Perizinan & lainnya,Pembebasan Lahan,Pembebasan Lahan,333.4,,333.4,6939850359.2,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2025,Perizinan & lainnya,Biaya Lainnya,Biaya Lainnya,333.4,,333.4,31835000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Perizinan & lainnya,Perizinan,Perizinan,67.40000000000003,,67.4,3370000.000000002,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Perizinan & lainnya,Pembebasan Lahan,Pembebasan Lahan,67.40000000000003,,67.4,1402957151.2000008,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Perizinan & lainnya,Biaya Lainnya,Biaya Lainnya,67.40000000000003,,67.4,1685000.000000001,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Non Tanaman,Rumah Genset,Rumah Genset,400.8,,400.8,18000000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Non Tanaman,Long House Semi Permanen,Long House Semi Permanen,400.8,,400.8,312500000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Non Tanaman,Tower Air,Tower Air,400.8,,400.8,20000000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Non Tanaman,Sumur Bor + Pompa Celup,Sumur Bor + Pompa Celup,400.8,,400.8,43450000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Non Tanaman,Pos Security,Pos Security,400.8,,400.8,15000000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Non Tanaman,Menara Api,Menara Api,400.8,,400.8,125000000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,Non Tanaman,Gudang Pupuk & Gudang B3,Gudang Pupuk & Gudang B3,400.8,,400.8,48000000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,Non Tanaman,Long House,Long House,400.8,,400.8,625000000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Imas Tumbang Perun,Identifikasi Blok,400.8,,400.8,29881347.408,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Imas Tumbang Perun,Imas,400.8,,400.8,298813474.08,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Imas Tumbang Perun,Perun Mekanis,400.8,,400.8,6127353599.282668,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Imas Tumbang Perun,Pemberantasan Lalang & Gulma,400.8,,400.8,217892714.288382,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Pembuatan Jalan,400.8,,400.8,745453574.0260775,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Pembuatan Jembatan,400.8,,400.8,1387722586.485328,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Pembuatan Parit,400.8,,400.8,4737509603.7075,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Pemeliharaan Titi Pasar Rintis,400.8,,400.8,252504000.0,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Pengawetan Tanah,400.8,,400.8,268932126.672,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pembuatan Sarana & Prasarana,Pemeliharaan Pintu Air,400.8,,400.8,396948899.78923005,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,Penanaman Kacangan,400.8,,400.8,87302717.42023614,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,Pembuatan Bedengan,400.8,,400.8,2382841.1497617546,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,Perakitan Instalasi Air,400.8,,400.8,2855829.957510816,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,Pemeliharaan Weeding Atas,400.8,,400.8,598224.5751081599,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,PHPT Insek,400.8,,400.8,639515.2988624399,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,PHPT Fungi,400.8,,400.8,740821.3694481599,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,Penyiraman Bibit,400.8,,400.8,598224.5751081599,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,Pemeliharaan Semai Kacangan,400.8,,400.8,179288084.448,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,Tanam Kacangan,400.8,,400.8,335090793.6100356,,120533065.0,,,,0.0,,
