pt,proyek,tahun,kegiatan,sub_kegiatan,rincian,total_hektar,satuan_rencana,satuan_target,target_biaya,target_rp_satuan,total_target_rp_ha,target_rp_ha_realisasi,realisasi_biaya,realisasi_fisik,realisasi_rp_ha,capaian_fisik,capaian_biaya
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Kacangan & Pemeliharaan,Pemeliharaan Kacangan,400.8,,400.8,59762694.816,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pemupukkan Kacangan,Pemupukkan NPK Granule & RP,400.8,,400.8,49568779.534710005,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Angkutan Pupuk,Angkutan Pupuk Intern,400.8,,400.8,33880.626,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Angkutan Pupuk,Angkutan Pupuk Ekstern,400.8,,400.8,65274.288,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Pokok Sawit,Memancang,400.8,,400.8,185306096.448,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Pokok Sawit,Pupuk Lubang Tanam,400.8,,400.8,380654777.976,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Tanam Pokok Sawit,Penanaman Kelapa Sawit,400.8,,400.8,3451627067.184,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pemeliharaan Pokok Sawit,PHPT Tikus,400.8,,400.8,29885678.452800002,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pemeliharaan Pokok Sawit,PHPT Kumbang Tanduk,400.8,,400.8,63931851.486,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pemeliharaan Pokok Sawit,Konsolidasi Pokok,400.8,,400.8,26893212.6672,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pemupukkan Sawit,Pemupukkan Urea,400.8,,400.8,85692629.81328,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pemupukkan Sawit,Pemupukan Dolomit,400.8,,400.8,37360876.608,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pemupukkan Sawit,Pemupukan NPK,400.8,,400.8,131402747.47308001,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pemupukkan Sawit,Angkutan Pupuk,400.8,,400.8,2682509.35637256,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pengawasan & Administrasi,Pengawasan,400.8,,400.8,162173182.968,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2026,Tanam Baru,Pengawasan & Administrasi,Administrasi,400.8,,400.8,136859216.8896,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Tanam Kacangan,Pemeliharaan Kacangan,400.8,,400.8,179288084.448,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Tanam Kacangan,Bongkar tanaman pengganggu,400.8,,400.8,38170998.44014499,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Tanam Kacangan,Pemberantasan lalang,400.8,,400.8,41575399.24383,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pembuatan Piringan & Titi Pasar Rintis,Pembuatan Piringan,400.8,,400.8,149970777.792345,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pembuatan Piringan & Titi Pasar Rintis,Pembuatan Pasar Rintis & Titi Pasar Rintis,400.8,,400.8,69913937.5512975,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan Manual,400.8,,400.8,150047099.65138498,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan /Pasar Rintis(Chemist),400.8,,400.8,56233730.28712501,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Manual,400.8,,400.8,299968738.27154994,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Chemist,400.8,,400.8,364265654.305302,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemberantasan Lalang,Sheet Lalang,400.8,,400.8,31677096.547620002,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemberantasan Lalang,Spot Lalang,400.8,,400.8,23757822.410715003,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemberantasan Lalang,Wipping,400.8,,400.8,24034477.0768875,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemberantasan Lalang,Transport Air,400.8,,400.8,115316630.07431999,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Pokok,Sanitasi & Kastrasi,400.8,,400.8,120117740.561184,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Pokok,Penyisipan & Konsolidasi,400.8,,400.8,205148600.72702178,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Pokok,Survey dan Sensus,400.8,,400.8,24159686.1264,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Prasarana,Jalan Utama / Jalan Akses,400.8,,400.8,19474238.981648717,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Prasarana,Jalan Produksi,400.8,,400.8,169157144.60837838,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Prasarana,Jalan Koleksi,400.8,,400.8,464206232.0688611,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Prasarana,Jalan Pringgan / Ring,400.8,,400.8,356339088.4881299,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemeliharaan Prasarana,Jembatan Permanen,400.8,,400.8,149877731.882043,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pengawetan Tanah,Tapak Timbun,400.8,,400.8,569737690.5791999,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pengendalian Hama dan Penyakit,Hama Tikus,400.8,,400.8,33619764.1176,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pengendalian Hama dan Penyakit,Hama Ulat Api,400.8,,400.8,19437081.4915434,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pengendalian Hama dan Penyakit,Hama (Oryctes),400.8,,400.8,33139438.9364034,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemupukkan Kelapa Sawit,"Pemupukkan NPK 12-12-17-2+0,65B",400.8,,400.8,1296815982.31452,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemupukkan Kelapa Sawit,Pemupukkan Dolomite,400.8,,400.8,210414378.59963998,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemupukkan Kelapa Sawit,Pemupukkan Borate,400.8,,400.8,37080725.96508,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemupukkan Kelapa Sawit,Janjang Kosong,400.8,,400.8,276406632.612432,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Intern,400.8,,400.8,22720954.155899994,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Ekstern,400.8,,400.8,9234037.612799998,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pengawasan dan Administrasi,Pengawasan,400.8,,400.8,162173182.968,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2027,TBM 1,Pengawasan dan Administrasi,Administrasi,400.8,,400.8,43937744.8896,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,"Pembuatan Piringan,Pasar Rintis,Dan Titi Pasar Rintis",Pembuatan Pasar Rintis,400.8,,400.8,30417543.713106006,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,"Pembuatan Piringan,Pasar Rintis,Dan Titi Pasar Rintis",Pembuatan Titi Pasar Rintis,400.8,,400.8,32375052.864000004,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,"Pembuatan Piringan,Pasar Rintis,Dan Titi Pasar Rintis",Pembuatan Pasar Tengah,400.8,,400.8,4798658.783369249,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan Manual,400.8,,400.8,287085095.64763427,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan /Pasar Rintis(Chemist),400.8,,400.8,164306536.4128838,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Manual,400.8,,400.8,255802107.3172875,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Chemist,400.8,,400.8,386512918.92064714,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemberantasan Lalang,Spot Lalang,400.8,,400.8,25214645.657922752,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemberantasan Lalang,Wipping,400.8,,400.8,47236404.654076494,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemberantasan Lalang,Transport Air,400.8,,400.8,34331537.350655995,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Pokok,Kastrasi,400.8,,400.8,383749525.3011695,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Pokok,Penyisipan,400.8,,400.8,88722567.68695197,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Pokok,Survey dan Sensus,400.8,,400.8,63914608.589039996,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Prasarana,Jalan Utama / Jalan Akses,400.8,,400.8,63034281.42043182,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Prasarana,Jalan Produksi,400.8,,400.8,187205060.5061024,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Prasarana,Jalan Koleksi,400.8,,400.8,623954466.6668395,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemeliharaan Prasarana,Jalan Pringgan / Ring,400.8,,400.8,226925932.03398845,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pengawetan Tanah,Tapak Timbun,400.8,,400.8,4243151.331936,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pengendalian Hama dan Penyakit,Hama Tikus,400.8,,400.8,35636917.48182,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pengendalian Hama dan Penyakit,Hama Ulat Api,400.8,,400.8,20667451.902792573,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pengendalian Hama dan Penyakit,Hama (Oryctes),400.8,,400.8,45322776.96525064,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemupukkan Kelapa Sawit,"Pemupukkan NPK 12-12-17-2+0,65B",400.8,,400.8,1737438216.5853667,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemupukkan Kelapa Sawit,Pemupukkan Dolomite,400.8,,400.8,192658730.9609916,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemupukkan Kelapa Sawit,Pemupukkan Borate,400.8,,400.8,59351497.6557852,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemupukkan Kelapa Sawit,Janjang Kosong,400.8,,400.8,296972852.2617501,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Intern,400.8,,400.8,26280771.4853112,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Ekstern,400.8,,400.8,10716875.7696,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pengawasan dan Administrasi,Pengawasan,400.8,,400.8,172433299.129776,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2028,TBM 2,Pengawasan dan Administrasi,Administrasi,400.8,,400.8,46672496.387424,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,"Pembuatan Piringan,Pasar Rintis,Dan Titi Pasar Rintis",Pembuatan TPH,400.8,,400.8,9179042.595011663,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,"Pembuatan Piringan,Pasar Rintis,Dan Titi Pasar Rintis",Pembuatan Titi Pasar Rintis,400.8,,400.8,56997699.59716741,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,"Pembuatan Piringan,Pasar Rintis,Dan Titi Pasar Rintis",Pembuatan Pasar Tengah,400.8,,400.8,5123644.2344718445,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan Manual,400.8,,400.8,170166856.09824595,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Piringan /Pasar Rintis(Chemist),400.8,,400.8,189660262.81422454,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan TPH & Pasar Rintis Manual,400.8,,400.8,160104885.65733457,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Manual,400.8,,400.8,136070664.33576295,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Piringan Gawangan Manual & Chemist,Pemeliharaan Gawangan Chemist,400.8,,400.8,204044441.9374044,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemberantasan Lalang,Wipping,400.8,,400.8,50022312.835391685,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemberantasan Lalang,Transport Air,400.8,,400.8,53557198.267023355,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Pokok,Sanitasi & Kastrasi,400.8,,400.8,68110875.97739027,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Pokok,Penyisipan & Konsolidasi,400.8,,400.8,3395078.5944521925,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Pokok,Survey dan Sensus,400.8,,400.8,27592145.53053552,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Prasarana,Jalan Utama / Jalan Akses,400.8,,400.8,87551360.004123,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Prasarana,Jalan Produksi,400.8,,400.8,211247411.28051415,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Prasarana,Jalan Koleksi,400.8,,400.8,704087621.7979536,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Prasarana,Jalan Pringgan / Ring,400.8,,400.8,394093421.1893406,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Prasarana,Jembatan Permanen,400.8,,400.8,809345918.1258894,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Prasarana,Parit 2x2,400.8,,400.8,260345745.47940442,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemeliharaan Prasarana,Pintu Air,400.8,,400.8,24017308.3392,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pengawetan Tanah,Tapak Timbun,400.8,,400.8,309691011.53001213,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama Tikus,400.8,,400.8,18770697.71237475,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama Ulat Api,400.8,,400.8,21983305.72555788,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pengendalian Hama dan Penyakit,Hama (Oryctes),400.8,,400.8,157817057.3087147,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemupukkan Kelapa Sawit,"Pemupukkan NPK 12-12-17-2+0,65B",400.8,,400.8,2104520647.065505,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemupukkan Kelapa Sawit,Pemupukkan Dolomite,400.8,,400.8,252930557.02105916,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemupukkan Kelapa Sawit,Pemupukkan Borate,400.8,,400.8,60770382.36764249,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemupukkan Kelapa Sawit,Janjang Kosong,400.8,,400.8,673033961.4311817,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Intern,400.8,,400.8,36453101.74624958,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pemupukkan Kelapa Sawit,Pengangkutan Pupuk Ekstern,400.8,,400.8,14915161.30104,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pengawasan dan Administrasi,Pengawasan,400.8,,400.8,183346265.80551025,,120533065.0,,,,0.0,,
PT. Buana Karya Bhakti,Satui Timur,2029,TBM 3,Pengawasan dan Administrasi,Administrasi,400.8,,400.8,49578946.63660656,,120533065.0,,,,0.0,,
